,Id,FPYear,EDegree,GMSalary,GLArea,HChildren,CMValue,CRate,PMotor,PHousehold,PHealth,PLife,PCompensations
7575,7576,1990.0,1 - Basic,3741.0,4.0,1.0,371.97,0.47769854218199,247.49,220.05,221.93,33.45,37.12
7576,7577,1976.0,3 - BSc/MSc,3548.0,3.0,1.0,-73.01,1.05920436047946,246.49,256.15,260.27,9.89,38.12
7577,7578,1975.0,1 - Basic,3419.0,3.0,1.0,103.69,0.810504770879962,42.34,93.9,189.59,128.69,224.6
7578,7579,1980.0,3 - BSc/MSc,3990.0,4.0,1.0,-48.22,1.03867099675244,534.99,29.45,37.23,4.89,-6.11
7579,7580,1980.0,2 - High School,2097.0,3.0,1.0,11.3399999999999,0.972273934141057,66.79,874.6,155.25,30.45,183.59
7580,7581,1986.0,3 - BSc/MSc,7514.0,4.0,0.0,56.35,0.862118644067797,266.83,20.0,140.47,81.35,81.35
7581,7582,1983.0,2 - High School,3293.0,1.0,1.0,4.66999999999996,0.962471540602074,219.82,269.5,201.15,35.23,64.9
7582,7583,1975.0,1 - Basic,6032.0,4.0,1.0,162.37,0.766383222781906,249.27,255.05,135.47,61.9,100.35
7583,7584,1978.0,1 - Basic,4862.0,3.0,1.0,17.2399999999999,0.927603050818408,322.84,-0.55,217.82,25.45,17.89
7584,7585,1990.0,2 - High School,4975.0,1.0,1.0,567.12,0.0693449012951088,450.64,87.8,44.12,10.67,43.01
7585,7586,1980.0,3 - BSc/MSc,2719.0,4.0,1.0,463.43,0.309502940511197,329.95,136.7,179.59,19.67,41.45
7586,7587,1982.0,4 - PhD,6224.0,4.0,1.0,492.98,0.326739107829885,323.84,216.7,184.7,10.78,33.34
7587,7588,1983.0,2 - High School,6280.0,3.0,1.0,211.49,0.709528839540139,301.5,278.95,168.7,40.34,24.67
7588,7589,1975.0,2 - High School,7237.0,1.0,0.0,-220.81,1.26936939415617,134.47,191.15,241.49,171.81,-12.0
7589,7590,1987.0,2 - High School,4355.0,2.0,1.0,364.74,0.318648275379801,406.3,13.9,115.69,19.56,16.56
7590,7591,1978.0,3 - BSc/MSc,4396.0,4.0,1.0,-51.89,1.04565365025467,557.66,0.0,31.45,8.89,-9.0
7591,7592,1977.0,3 - BSc/MSc,6232.0,4.0,0.0,756.15,0.297729070771001,198.48,632.9,190.37,40.34,50.23
7592,7593,1988.0,2 - High School,4788.0,4.0,1.0,366.75,0.472063500619913,240.6,210.05,187.37,22.56,81.46
7593,7594,1978.0,3 - BSc/MSc,3165.0,4.0,1.0,-102.77,1.1420300971583,434.75,-30.55,124.8,16.67,1.89
7594,7595,1978.0,4 - PhD,7022.0,2.0,0.0,-15.22,0.985273745708607,332.62,78.9,215.04,23.67,13.89
7595,7596,1984.0,3 - BSc/MSc,4668.0,1.0,1.0,150.48,0.760210983725284,367.96,186.15,130.69,36.34,10.67
7596,7597,1984.0,3 - BSc/MSc,1862.0,4.0,0.0,44.9199999999999,0.87230623128059,111.8,-20.55,88.35,183.59,184.37
7597,7598,1986.0,1 - Basic,2231.0,3.0,1.0,1143.11,0.156014277044016,67.79,991.3,148.14,7.89,168.92
7598,7599,1983.0,3 - BSc/MSc,4020.0,3.0,1.0,-4.76999999999998,0.966426579925651,457.64,4.45,122.69,15.78,2.0
7599,7600,1980.0,3 - BSc/MSc,7161.0,3.0,0.0,23.23,0.937726762127335,260.05,254.5,209.93,49.12,0.89
7600,7601,1980.0,2 - High School,2723.0,4.0,1.0,-16.22,0.989086117740652,150.25,265.6,281.83,8.78,98.02
7601,7602,1995.0,2 - High School,3369.0,4.0,1.0,1180.88,0.119667104686816,136.47,958.5,111.02,26.45,137.36
7602,7603,1991.0,3 - BSc/MSc,6118.0,4.0,1.0,473.53,0.491793753058229,260.05,501.2,185.48,15.78,18.45
7603,7604,1977.0,1 - Basic,2715.0,1.0,1.0,432.42,0.4432570593963,121.69,279.5,240.6,61.79,118.02
7604,7605,1996.0,2 - High School,6401.0,4.0,1.0,440.3,0.320848902382064,178.7,118.9,219.82,83.35,84.35
7605,7606,1990.0,3 - BSc/MSc,2434.0,1.0,0.0,-28.0000000000001,1.00390381011868,60.79,225.6,267.94,-3.0,217.15
7606,7607,1976.0,3 - BSc/MSc,9037.0,4.0,1.0,-19.66,0.991490853464211,413.3,54.45,130.47,41.34,-12.0
7607,7608,1990.0,2 - High School,6729.0,4.0,1.0,364.17,0.544318767270854,150.03,340.05,173.7,70.57,119.69
7608,7609,1989.0,3 - BSc/MSc,3287.0,3.0,1.0,-30.5500000000001,1.00894339075366,450.64,53.35,118.8,-1.11,-1.11
7609,7610,1990.0,3 - BSc/MSc,3804.0,4.0,1.0,-9.33000000000004,0.979088822461834,327.84,211.7,191.37,15.67,2.78
7610,7611,1985.0,2 - High School,5869.0,1.0,1.0,453.22,0.131393490264458,511.32,-5.55,58.79,-6.0,-8.0
7611,7612,1991.0,2 - High School,2595.0,4.0,0.0,203.26,0.654967047584497,51.23,69.45,148.25,275.72,116.91
7612,7613,1990.0,3 - BSc/MSc,4968.0,1.0,1.0,38.9,0.898447308615292,391.63,63.9,157.03,10.89,5.78
7613,7614,1997.0,1 - Basic,2619.0,2.0,0.0,86.8,0.913244560325294,50.01,879.6,151.03,111.8,96.24
7614,7615,1993.0,3 - BSc/MSc,5028.0,2.0,1.0,334.96,0.361908813727576,368.07,3.9,200.26,-0.11,-8.0
7615,7616,1995.0,2 - High School,3909.0,4.0,1.0,179.27,0.762155931256113,113.8,357.3,234.71,91.24,61.79
7616,7617,1976.0,1 - Basic,4538.0,4.0,1.0,390.43,0.258160714285714,504.43,-40.0,72.79,6.89,15.89
7617,7618,1989.0,3 - BSc/MSc,6703.0,3.0,0.0,263.61,0.624053980122185,320.06,197.25,194.48,24.45,31.45
7618,7619,1982.0,3 - BSc/MSc,6454.0,1.0,1.0,-41.11,1.02655961487734,498.65,39.45,77.57,-7.0,-2.11
7619,7620,1988.0,3 - BSc/MSc,6515.0,4.0,1.0,69.23,0.858443372842399,461.2,104.45,102.24,2.89,-5.11
7620,7621,1974.0,2 - High School,6541.0,4.0,0.0,103.26,0.766566566566567,126.47,-40.55,255.38,168.81,39.34
7621,7622,1993.0,2 - High School,6021.0,3.0,1.0,699.92,0.397746909477602,173.59,799.6,91.24,74.68,64.57
7622,7623,1974.0,3 - BSc/MSc,4569.0,1.0,1.0,41.79,0.896146908819505,514.43,53.9,61.9,3.89,9.0
7623,7624,1998.0,2 - High School,3453.0,1.0,1.0,277.06,0.533224131536655,144.14,83.9,261.16,55.9,102.02
7624,7625,1975.0,2 - High School,8095.0,4.0,0.0,-10.7600000000001,0.975177799470088,153.14,18.35,359.29,47.01,-4.11
7625,7626,1993.0,3 - BSc/MSc,6328.0,3.0,0.0,358.74,0.463060390664353,404.41,143.35,146.25,20.67,0.0
7626,7627,1990.0,3 - BSc/MSc,8282.0,3.0,1.0,245.41,0.464651264081091,393.52,-60.0,173.81,0.89,-3.11
7627,7628,1984.0,3 - BSc/MSc,4651.0,3.0,1.0,414.44,0.196151242980226,510.54,-35.55,62.9,5.89,2.89
7628,7629,1994.0,2 - High School,3661.0,4.0,1.0,2.56000000000006,0.956292819081451,504.54,49.45,74.68,6.89,-5.0
7629,7630,1977.0,1 - Basic,5192.0,4.0,1.0,14.23,0.946724428268782,430.86,206.7,53.9,39.23,5.67
7630,7631,1979.0,3 - BSc/MSc,2826.0,4.0,1.0,296.95,0.538542024997133,321.95,123.35,194.37,32.34,25.67
7631,7632,1978.0,2 - High School,7097.0,3.0,0.0,499.43,0.262083327470486,328.73,167.25,133.36,26.45,54.9
7632,7633,1996.0,3 - BSc/MSc,7328.0,4.0,0.0,398.29,0.4637554474511,243.6,226.7,272.05,25.45,21.56
7633,7634,1981.0,3 - BSc/MSc,5949.0,1.0,1.0,17.45,0.934446228920872,533.99,54.45,31.34,15.78,12.0
7634,7635,1991.0,2 - High School,4636.0,1.0,1.0,31.4499999999999,0.908591877712287,503.43,49.45,53.9,1.89,8.89
7635,7636,1991.0,2 - High School,3065.0,4.0,1.0,-149.8,1.13523617567699,185.48,413.4,199.15,62.9,61.9
7636,7637,1985.0,4 - PhD,8375.0,1.0,0.0,-76.3400000000001,1.07552221241542,269.16,132.25,239.38,43.12,-4.11
7637,7638,1995.0,3 - BSc/MSc,5732.0,1.0,0.0,11.13,0.940348038568221,335.73,23.35,211.15,12.78,22.67
7638,7639,1979.0,2 - High School,2149.0,3.0,1.0,-70.1199999999999,1.04882852659488,315.28,373.95,123.8,45.12,65.9
7639,7640,1978.0,3 - BSc/MSc,7798.0,3.0,0.0,126.81,0.773461865608166,245.27,102.8,228.6,63.9,29.56
7640,7641,1984.0,3 - BSc/MSc,7850.0,1.0,0.0,482.55,0.235387164808677,416.3,87.25,144.25,6.0,10.0
7641,7642,1988.0,3 - BSc/MSc,3242.0,3.0,1.0,260.5,0.652553820690998,246.38,299.5,236.71,-1.0,40.12
7642,7643,1993.0,3 - BSc/MSc,7845.0,2.0,1.0,467.54,0.237176310246562,385.74,78.35,149.36,30.34,1.89
7643,7644,1994.0,3 - BSc/MSc,4862.0,3.0,1.0,350.07,0.451395389655979,375.07,113.35,167.81,10.67,16.78
7644,7645,1990.0,3 - BSc/MSc,6864.0,4.0,0.0,18.23,0.93387886203732,191.48,107.25,282.61,43.23,29.23
7645,7646,1977.0,4 - PhD,3740.0,3.0,1.0,-37.9999999999999,1.02105058617786,525.32,14.45,64.79,4.0,9.0
7646,7647,1987.0,1 - Basic,2090.0,1.0,1.0,231.28,0.590763924374042,67.68,67.8,104.02,188.48,198.26
7647,7648,1982.0,2 - High School,8382.0,4.0,0.0,3.44999999999993,0.957714030915577,366.96,127.25,150.14,3.89,24.56
7648,7649,1986.0,1 - Basic,5112.0,1.0,1.0,34.01,0.90475498741042,433.86,39.45,126.69,14.67,4.89
7649,7650,1981.0,3 - BSc/MSc,6740.0,4.0,1.0,466.53,0.25987773293983,411.3,93.9,133.58,13.67,11.67
7650,7651,1984.0,3 - BSc/MSc,5615.0,4.0,1.0,311.74,0.449087101629475,298.61,52.8,237.49,14.67,7.67
7651,7652,1979.0,2 - High School,9072.0,4.0,0.0,358.4,0.579936891927426,191.48,383.4,212.93,50.12,74.79
7652,7653,1974.0,3 - BSc/MSc,6703.0,1.0,0.0,545.65,0.331039576104286,245.6,325.05,144.25,135.36,2.78
7653,7654,1984.0,3 - BSc/MSc,1024.0,4.0,1.0,-71.34,1.0652051556256,214.15,138.35,304.28,50.12,3.78
7654,7655,1989.0,3 - BSc/MSc,6542.0,1.0,1.0,-8.99999999999989,0.975291864846501,412.3,64.45,107.91,23.45,39.45
7655,7656,1989.0,2 - High School,6219.0,1.0,0.0,527.77,0.454904938466393,120.69,540.1,280.72,12.67,59.9
7656,7657,1980.0,3 - BSc/MSc,5773.0,4.0,0.0,262.72,0.537925385838406,267.83,59.45,193.48,60.9,41.01
7657,7658,1983.0,1 - Basic,2769.0,1.0,0.0,272.17,0.648569063386944,98.35,289.5,227.82,118.8,111.13
7658,7659,1982.0,3 - BSc/MSc,1704.0,1.0,0.0,767.26,0.256156756706006,121.8,594.0,213.93,58.9,76.46
7659,7660,1982.0,3 - BSc/MSc,6517.0,2.0,0.0,492.98,0.42328761022535,217.93,363.95,228.82,11.78,75.68
7660,7661,1994.0,3 - BSc/MSc,2918.0,3.0,1.0,424.43,0.37678707619774,56.9,200.05,191.37,192.48,80.35
7661,7662,1975.0,3 - BSc/MSc,5825.0,3.0,1.0,312.73,0.489247474441958,391.85,87.8,127.47,30.56,23.56
7662,7663,1978.0,2 - High School,3072.0,4.0,1.0,459.43,0.446827218434906,219.82,382.3,73.68,117.69,82.24
7663,7664,1985.0,1 - Basic,1861.0,1.0,0.0,1014.08,0.306947334720666,72.46,1149.1,151.03,110.02,16.67
7664,7665,1981.0,3 - BSc/MSc,4416.0,4.0,1.0,-135.77,1.20567810457516,312.28,-45.55,228.6,11.78,31.45
7665,7666,1996.0,4 - PhD,3242.0,3.0,1.0,37.01,0.901969773618313,240.49,44.45,286.72,21.67,39.23
7666,7667,1981.0,1 - Basic,4440.0,1.0,1.0,607.44,0.100382640360735,501.65,108.9,68.79,0.89,22.78
7667,7668,1978.0,3 - BSc/MSc,6632.0,1.0,1.0,538.1,0.137090842221405,508.65,54.45,48.01,20.67,20.78
7668,7669,1982.0,3 - BSc/MSc,6230.0,3.0,1.0,-14.0,0.984233459465658,440.64,133.35,101.13,5.78,16.78
7669,7670,1979.0,1 - Basic,6335.0,1.0,1.0,75.24,0.865455082345677,201.15,211.15,231.82,32.34,68.57
7670,7671,1993.0,2 - High School,7608.0,2.0,1.0,294.96,0.439875356686449,318.17,-11.1,153.14,12.89,98.13
7671,7672,1996.0,3 - BSc/MSc,2947.0,3.0,0.0,277.06,0.637261024113748,261.94,333.4,165.81,31.45,40.12
7672,7673,1994.0,3 - BSc/MSc,3200.0,1.0,1.0,-46.9899999999999,1.03746103132826,333.84,-11.1,206.26,23.56,34.45
7673,7674,1992.0,2 - High School,7840.0,1.0,0.0,712.35,0.270239509105305,196.37,501.75,226.82,39.23,46.23
7674,7675,1977.0,2 - High School,7215.0,4.0,0.0,131.8,0.794710657240115,165.81,192.25,348.51,35.45,21.78
7675,7676,1995.0,4 - PhD,7855.0,3.0,0.0,305.28,0.474544991727122,232.82,34.45,199.37,129.69,32.23
7676,7677,1985.0,2 - High School,716.0,2.0,1.0,87.9100000000001,0.854339749213066,85.24,263.95,244.49,112.91,68.57
7677,7678,1987.0,2 - High School,8281.0,3.0,1.0,29.12,0.942354394785054,324.95,432.3,127.47,4.89,49.23
7678,7679,1985.0,2 - High School,7539.0,4.0,0.0,98.6900000000001,0.818519279300428,163.03,99.45,369.96,4.89,44.23
7679,7680,1990.0,4 - PhD,4295.0,1.0,1.0,298.95,0.532917123248169,336.73,89.45,236.71,12.78,17.89
7680,7681,1987.0,2 - High School,6644.0,3.0,0.0,432.85,0.525189778902393,346.4,452.85,148.25,11.78,5.0
7681,7682,1993.0,1 - Basic,6569.0,2.0,1.0,-69.3399999999999,1.03432127624989,267.05,878.5,102.02,35.45,8.89
7682,7683,1988.0,3 - BSc/MSc,5051.0,1.0,1.0,53.6700000000001,0.884742733239569,452.64,89.45,120.8,10.78,8.89
7683,7684,1979.0,2 - High School,7891.0,4.0,0.0,-61.45,1.05576122873577,242.49,83.35,283.83,40.23,3.78
7684,7685,1981.0,1 - Basic,2830.0,2.0,1.0,157.6,0.765041947604097,101.24,258.95,64.79,177.59,174.59
7685,7686,1982.0,2 - High School,6772.0,1.0,1.0,255.72,0.586982109227872,309.17,118.35,223.71,21.56,6.89
7686,7687,1994.0,1 - Basic,4043.0,4.0,1.0,49.79,0.883344771649613,415.3,63.9,125.58,10.89,25.45
7687,7688,1995.0,2 - High School,6512.0,3.0,1.0,-129.13,1.11863827460095,157.92,364.5,221.71,29.45,104.13
7688,7689,1979.0,3 - BSc/MSc,4895.0,1.0,1.0,366.97,0.339261332029736,437.64,38.9,107.02,18.67,-9.0
7689,7690,1991.0,3 - BSc/MSc,5230.0,1.0,1.0,475.88,0.179786136538556,509.43,54.45,51.01,-0.11,-4.11
7690,7691,1978.0,4 - PhD,8029.0,4.0,0.0,54.1400000000001,0.872198178412247,349.4,52.8,166.92,38.23,11.89
7691,7692,1990.0,3 - BSc/MSc,4014.0,4.0,1.0,524.33,0.103222541465326,539.88,19.45,37.45,2.89,12.89
7692,7693,1977.0,2 - High School,3514.0,4.0,1.0,312.85,0.582983608176163,288.61,283.95,118.91,64.79,53.9
7693,7694,1991.0,4 - PhD,4326.0,1.0,1.0,-25.0,1.0,511.54,59.45,77.68,12.89,12.89
7694,7695,1994.0,3 - BSc/MSc,6977.0,4.0,0.0,61.34,0.871624836445819,445.75,69.45,139.47,1.0,16.89
7695,7696,1979.0,3 - BSc/MSc,3825.0,3.0,1.0,56.4599999999999,0.876598194267709,347.4,93.9,207.26,11.78,-0.22
7696,7697,1989.0,1 - Basic,1708.0,3.0,0.0,650.91,0.443548918233609,23.56,799.6,82.46,147.25,161.81
7697,7698,1995.0,3 - BSc/MSc,6249.0,3.0,1.0,-16.0,0.985486445953137,537.88,30.0,42.23,-1.0,11.0
7698,7699,1985.0,2 - High School,5630.0,3.0,1.0,-60.3299999999999,1.0653581471067,488.87,-25.55,63.68,9.78,3.78
7699,7700,1997.0,2 - High School,2424.0,3.0,0.0,676.01,0.303219457890604,137.58,516.2,234.49,47.23,70.57
7700,7701,1986.0,2 - High School,5701.0,1.0,1.0,-22.99,0.996498989758239,420.19,3.9,136.47,11.67,1.89
7701,7702,1988.0,2 - High School,4011.0,4.0,1.0,39.45,0.899853937472807,538.1,64.45,35.23,1.89,3.89
7702,7703,1990.0,3 - BSc/MSc,5077.0,3.0,1.0,389.41,0.464752531514776,392.74,187.8,140.47,21.67,31.56
7703,7704,1977.0,2 - High School,7605.0,1.0,0.0,-224.15,1.3069512946979,55.12,87.25,307.28,136.36,62.79
7704,7705,1990.0,3 - BSc/MSc,3050.0,1.0,1.0,247.73,0.637346417743737,160.14,220.05,319.17,-0.11,52.79
7705,7706,1990.0,3 - BSc/MSc,5972.0,1.0,1.0,481.2,0.238934327640125,384.96,98.9,158.92,-2.0,24.34
7706,7707,1983.0,2 - High School,3376.0,1.0,1.0,-8.21000000000004,0.971671053519606,397.63,28.35,131.47,23.67,11.56
7707,7708,1978.0,3 - BSc/MSc,3699.0,4.0,1.0,332.4,0.461836141603048,369.29,50.0,220.04,11.89,12.89
7708,7709,1996.0,3 - BSc/MSc,6368.0,1.0,0.0,604.22,0.284652114597544,174.7,349.5,250.38,56.01,49.01
7709,7710,1992.0,2 - High School,4676.0,4.0,1.0,386.41,0.37550661060429,317.95,113.35,231.6,7.89,-12.0
7710,7711,1980.0,2 - High School,3423.0,3.0,0.0,194.7,0.662290949335957,143.47,59.45,216.82,107.02,123.8
7711,7712,1978.0,3 - BSc/MSc,5103.0,1.0,1.0,75.02,0.860742927155268,233.82,117.8,289.72,29.56,47.34
7712,7713,1982.0,2 - High School,1957.0,4.0,1.0,108.36,0.825097051725947,65.79,220.6,332.84,87.24,56.01
7713,7714,1980.0,2 - High School,6021.0,4.0,1.0,389.42,0.411636095178602,255.27,136.7,183.48,75.68,53.23
7714,7715,1986.0,2 - High School,5570.0,1.0,1.0,-85.6700000000001,1.10890129417889,408.3,-35.0,158.14,20.67,5.0
7715,7716,1994.0,4 - PhD,3966.0,1.0,1.0,69.46,0.860818058584311,415.19,103.35,130.69,8.89,20.56
7716,7717,1979.0,1 - Basic,2144.0,4.0,0.0,686.79,0.315270509465907,33.23,565.65,112.91,181.59,146.14
7717,7718,1977.0,3 - BSc/MSc,4029.0,3.0,1.0,5.67000000000007,0.952120019982515,431.08,49.45,141.25,7.89,10.89
7718,7719,1978.0,2 - High School,2263.0,1.0,0.0,624.0,0.274989945931454,41.23,373.95,134.47,35.23,310.28
7719,7720,1977.0,2 - High School,3861.0,4.0,1.0,49.4499999999999,0.885579479613322,315.95,74.45,144.25,49.12,66.9
7720,7721,1982.0,3 - BSc/MSc,6546.0,4.0,1.0,21.1199999999999,0.940637388662926,249.27,231.15,209.04,20.67,66.79
7721,7722,1996.0,3 - BSc/MSc,2945.0,4.0,1.0,461.19,0.28560303279652,386.74,104.45,156.92,5.0,27.45
7722,7723,1981.0,2 - High School,5044.0,4.0,1.0,68.35,0.882749698553055,244.6,248.95,113.02,141.47,48.12
7723,7724,1995.0,2 - High School,3779.0,2.0,1.0,398.19,0.388170830441823,395.63,123.35,131.47,13.67,27.56
7724,7725,1980.0,2 - High School,4408.0,1.0,1.0,-82.8700000000001,1.10150494632709,466.31,-16.1,94.24,1.0,24.67
7725,7726,1974.0,3 - BSc/MSc,7910.0,1.0,0.0,437.42,0.326154115178363,319.17,122.8,223.82,6.89,13.56
7726,7727,1977.0,2 - High School,6612.0,4.0,0.0,-25.0,1.0,319.17,23.35,197.26,26.45,38.45
7727,7728,1978.0,3 - BSc/MSc,6383.0,3.0,0.0,295.95,0.604112444647284,131.47,279.5,305.39,52.9,41.45
7728,7729,1987.0,2 - High School,7906.0,3.0,0.0,171.16,0.763617082811144,194.26,342.3,147.14,77.57,68.57
7729,7730,1979.0,4 - PhD,7037.0,3.0,1.0,-0.549999999999955,0.967844179073071,313.95,221.7,177.7,22.56,24.45
7730,7731,1984.0,2 - High School,7058.0,3.0,1.0,84.1299999999999,0.84615493057024,454.64,137.8,72.57,15.67,28.67
7731,7732,1976.0,2 - High School,2195.0,4.0,0.0,186.04,0.677150899522702,121.8,83.35,222.82,115.8,109.91
7732,7733,1986.0,1 - Basic,2255.0,1.0,1.0,212.04,0.723600746268657,275.05,304.5,204.26,55.9,17.89
7733,7734,1991.0,2 - High School,8362.0,3.0,0.0,15.46,0.936451592636803,434.86,58.35,125.58,0.0,17.89
7734,7735,1991.0,3 - BSc/MSc,3657.0,4.0,1.0,365.65,0.275379792621172,500.65,-50.0,78.46,6.0,4.0
7735,7736,1981.0,3 - BSc/MSc,2822.0,1.0,1.0,185.14,0.722330866807611,270.94,197.25,234.6,33.45,20.56
7736,7737,1990.0,3 - BSc/MSc,4249.0,1.0,1.0,233.27,0.698296808560348,268.94,330.05,195.48,10.67,50.9
7737,7738,1993.0,3 - BSc/MSc,4397.0,1.0,1.0,153.37,0.762780614959038,391.63,206.15,136.36,-5.0,22.78
7738,7739,1990.0,1 - Basic,3363.0,1.0,1.0,-16.3299999999999,0.989890391791045,114.69,339.5,241.49,106.02,55.9
7739,7740,1977.0,2 - High School,6332.0,2.0,1.0,579.11,0.0685364499814975,561.66,49.45,28.56,7.0,1.89
7740,7741,1978.0,2 - High School,5637.0,1.0,0.0,25.01,0.93517654378597,354.51,215.6,101.13,50.01,50.23
7741,7742,1993.0,3 - BSc/MSc,4901.0,1.0,1.0,-17.65,0.98722005842259,392.85,-16.1,136.58,38.34,23.45
7742,7743,1981.0,3 - BSc/MSc,2748.0,1.0,1.0,425.97,0.439426710421639,202.15,260.6,239.49,45.23,57.01
7743,7744,1990.0,3 - BSc/MSc,3310.0,4.0,1.0,-10.4400000000001,0.979991204925242,409.52,148.35,155.25,5.78,8.78
7744,7745,1987.0,3 - BSc/MSc,6087.0,1.0,1.0,451.54,0.168342059336824,514.32,-10.0,49.01,17.78,1.89
7745,7746,1976.0,2 - High School,8230.0,3.0,0.0,382.08,0.453525210760887,172.59,191.15,269.05,68.79,43.34
7746,7747,1980.0,3 - BSc/MSc,5188.0,3.0,0.0,177.71,0.6785850193442,191.48,58.35,310.28,47.12,23.45
7747,7748,1987.0,3 - BSc/MSc,8565.0,3.0,0.0,-47.5600000000001,1.03034909531176,286.83,162.8,243.6,27.56,22.56
7748,7749,1996.0,2 - High School,5619.0,4.0,0.0,-25.43,1.00073741253944,397.74,-16.1,175.81,15.67,10.0
7749,7750,1991.0,1 - Basic,1675.0,4.0,1.0,591.12,0.382075660929915,111.02,505.1,198.26,165.03,17.67
7750,7751,1985.0,2 - High School,2211.0,4.0,1.0,252.72,0.609285312324142,119.8,132.25,235.6,77.68,145.47
7751,7752,1986.0,2 - High School,3275.0,1.0,1.0,123.36,0.831844765833976,148.36,352.85,243.6,18.67,118.8
7752,7753,1984.0,2 - High School,7077.0,4.0,1.0,532.88,0.208950144631615,436.97,132.8,98.24,24.56,12.67
7753,7754,1978.0,2 - High School,4382.0,4.0,1.0,26.3399999999999,0.92784867052673,381.07,104.45,174.7,28.56,22.78
7754,7755,1986.0,1 - Basic,1990.0,4.0,1.0,620.91,0.438124151849403,36.34,705.7,108.13,119.8,179.59
7755,7756,1988.0,2 - High School,6708.0,1.0,0.0,379.64,0.469310670443815,270.83,215.6,194.26,28.56,53.23
7756,7757,1985.0,2 - High School,5535.0,2.0,1.0,-74.1199999999999,1.06897713868449,202.15,133.9,268.83,49.12,58.12
7758,7759,1974.0,3 - BSc/MSc,4537.0,3.0,1.0,-68.8899999999999,1.07431929016527,386.85,-5.55,149.14,38.34,21.78
7759,7760,1986.0,2 - High School,5774.0,3.0,1.0,310.84,0.602786549811352,239.49,304.5,218.04,31.34,52.12
7760,7761,1977.0,3 - BSc/MSc,5811.0,4.0,1.0,480.65,0.333126714496729,472.31,192.8,59.79,-6.0,39.34
7761,7762,1998.0,3 - BSc/MSc,3272.0,1.0,1.0,423.64,0.228557672467157,422.97,4.45,128.47,8.89,16.78
7762,7763,1979.0,3 - BSc/MSc,3575.0,4.0,1.0,-63.11,1.06817531305903,322.06,-30.0,259.27,-0.11,7.78
7763,7764,1995.0,2 - High School,6737.0,4.0,1.0,581.99,0.288438994654412,308.28,330.05,119.69,31.34,63.68
7764,7765,1988.0,3 - BSc/MSc,3998.0,4.0,0.0,660.69,0.277856179964614,258.16,480.65,95.13,84.35,31.23
7765,7766,1979.0,1 - Basic,3800.0,3.0,0.0,266.72,0.65506314146526,291.72,318.4,155.25,24.56,55.79
7766,7767,1986.0,2 - High School,5873.0,2.0,1.0,606.23,0.198305752060658,387.74,235.6,128.58,21.67,13.78
7767,7768,1977.0,3 - BSc/MSc,6124.0,4.0,1.0,-22.11,0.995255528376537,484.76,57.8,52.12,2.89,11.56
7768,7769,1989.0,1 - Basic,5210.0,4.0,0.0,389.53,0.305784431939979,373.07,23.9,133.58,49.01,17.56
7769,7770,1985.0,2 - High School,6530.0,1.0,1.0,799.04,0.314693456638169,210.26,726.8,120.8,113.02,31.56
7770,7771,1986.0,3 - BSc/MSc,2671.0,4.0,1.0,468.97,0.315527657687618,250.16,153.35,227.71,20.67,69.79
7771,7772,1992.0,4 - PhD,6370.0,2.0,0.0,589.55,0.0647684558140951,552.55,75.0,30.56,6.0,-7.0
7772,7773,1989.0,2 - High School,6722.0,4.0,1.0,-88.9,1.08020685586615,394.63,222.25,115.91,58.01,5.89
7773,7774,1994.0,2 - High School,3718.0,1.0,1.0,368.07,0.373653515201734,375.18,44.45,137.36,26.56,44.01
7774,7775,1987.0,2 - High School,2624.0,2.0,1.0,209.49,0.719227453422099,205.15,333.95,117.69,29.34,149.03
7775,7776,1981.0,3 - BSc/MSc,1873.0,3.0,1.0,241.83,0.600697354243984,266.83,112.8,276.83,6.0,5.78
7776,7777,1976.0,3 - BSc/MSc,3663.0,1.0,1.0,-63.01,1.05878713828356,365.29,73.35,169.92,24.45,13.56
7777,7778,1994.0,1 - Basic,7940.0,4.0,1.0,-51.45,1.03433994599086,246.38,182.8,117.91,124.8,98.35
7778,7779,1995.0,3 - BSc/MSc,3662.0,1.0,1.0,36.46,0.9007300684843,58.79,48.9,259.27,119.8,132.36
7779,7780,1986.0,1 - Basic,9099.0,3.0,0.0,39.91,0.912942596566524,82.46,229.5,269.05,100.02,64.57
7780,7781,1986.0,2 - High School,5003.0,1.0,1.0,243.71,0.646652727918261,366.07,206.7,125.69,25.56,36.45
7781,7782,1983.0,2 - High School,5527.0,4.0,1.0,406.87,0.260648496884202,403.3,18.9,148.25,-2.0,15.67
7782,7783,1984.0,2 - High School,5796.0,4.0,1.0,254.83,0.565562317580575,239.6,68.9,255.27,40.12,40.23
7783,7784,1993.0,3 - BSc/MSc,7200.0,1.0,1.0,-21.0000000000001,0.994076180321071,309.06,117.8,205.26,19.56,23.56
7784,7785,1984.0,1 - Basic,3321.0,3.0,1.0,242.27,0.665979304139172,149.25,263.95,188.48,80.46,118.02
7785,7786,1984.0,2 - High School,1321.0,1.0,1.0,758.6,0.377502383222116,86.57,838.5,94.24,141.47,98.02
7786,7787,1996.0,4 - PhD,6065.0,4.0,1.0,-25.0,1.0,542.77,-5.0,42.23,4.0,9.0
7787,7788,1977.0,2 - High School,8485.0,4.0,0.0,-25.0,1.0,183.59,50.0,228.6,81.46,98.35
